SampleTime	MeasurementTime	CPM	TC
		11:50:30	0	0
11:14:44	11:55:30	120399	481594
11:19:09	12:00:30	126134	504537
11:24:15	12:05:30	117364	469456
11:29:23	12:10:30	100108	400431
11:34:07	12:15:30	79962	319848
11:39:11	12:20:00	80707	322829
11:44:44	12:24:30	71485	285938
11:49:20	12:29:00	75749	302997
11:54:10	12:33:35	66820	267278
11:59:19	12:38:00	60591	242363
12:04:15	12:42:45	58289	233154
12:09:38	12:47:30	56345	225381
12:14:15	12:52:05	45362	181448
12:19:16	12:57:00	46019	184077
