SampleTime	MeasurementTime	CPM	TC
		13:18:25	0	0
12:12:30	14:29:20	100187	400748
12:16:04	13:23:30	134305	537220
12:21:26	13:28:20	104822	419286
12:26:23	13:34:00	89724	358894
12:31:05	13:38:40	79645	318579
12:36:11	13:43:50	67987	271946
12:41:07	13:48:50	63186	252742
12:46:08	13:53:50	56027	224109
12:51:05	13:58:50	50494	201977
12:56:01	14:03:50	46126	184505
13:01:08	14:08:50	42329	169315
13:06:04	14:13:50	38375	153498
13:11:18	14:18:50	35286	141144
13:16:03	14:23:50	32427	129709
