SampleTime	MeasurementTime	CPM	TC
		15:38:45	45	178
15:24:06	15:43:27	145103	580410
15:29:05	15:48:18	132904	531614
15:34:05	15:52:57	126979	507915
15:39:05	15:58:12	122813	491252
15:44:14	16:02:56	119379	477516
15:49:13	16:08:00	115523	462090
15:54:17	16:13:00	115977	463907
15:59:09	16:18:30	114318	457271
16:04:20	16:23:10	114419	457675
16:09:21	16:28:00	116843	467371
16:14:10	16:33:00	107577	430306
16:19:05	16:40:00	96132	384527
16:24:21	16:45:00	85506	342022
16:29:05	16:50:00	76871	307485
