SampleTime	MeasurementTime	CPM	TC
		10:30:15	0	0
10:55:34	11:12:45	5256	21022
11:00:40	11:17:25	28109	112436
11:05:43	11:27:45	51942	207695
11:11:00	11:32:30	73941	295762
11:16:03	11:37:25	101223	404892
11:21:06	11:43:35	108199	432794
11:26:04	11:49:35	105649	422595
11:30:42	11:54:25	109725	438898
11:36:00	12:04:30	104479	417915
11:41:14	12:09:40	118447	473788
11:46:24	12:18:15	132894	531577
11:50:52	12:24:55	108415	433658
11:55:49	12:30:00	99823	399292
12:01:03	12:35:00	91452	365808
