SampleTime	MeasurementTime	CPM	TC
		13:09:00	196	784
13:32:40	13:49:00	158566	634265
13:37:58	13:53:50	128087	412346
13:43:37	14:03:20	98615	394459
13:48:40	14:08:10	109395	437578
13:53:14	14:13:00	111244	444975
13:58:30	14:18:25	104464	417857
14:03:52	14:23:20	96607	386426
14:09:05	14:29:25	103036	412143
14:13:50	14:34:10	85249	340997
14:18:09	14:38:55	85338	341352
14:23:10	14:43:55	89810	359239
14:28:30	14:49:00	67168	268671
14:34:00	14:53:40	70456	281824
14:38:41	14:58:55	58460	233841
