SampleTime	MeasurementTime	CPM	TC
		11:10:00	0	0
10:45:55	11:15:00	12111	48444
10:50:46	11:20:35	28359	113435
10:55:48	11:26:00	41460	165838
11:01:13	11:31:20	56656	226622
11:06:15	11:36:15	57659	230637
11:10:50	11:44:30	74112	196447
11:16:03	11:49:15	86000	343998
11:20:54	11:56:05	91093	364373
11:26:00	12:01:20	87516	350062
11:30:38	12:06:40	91385	365539
11:36:01	12:14:30	77767	311069
11:41:12	12:23:10	65110	260440
11:46:43	12:28:30	60249	240995
11:50:53	12:35:55	54809	219234
