SampleTime	MeasurementTime	CPM	TC
		14:29:00	141	562
14:09:28	14:33:40	9406	37622
14:14:41	14:38:30	32770	131080
14:19:46	14:45:50	51970	207879
14:24:59	14:51:00	62748	250990
14:29:34	14:59:15	76875	307501
14:34:33	15:17:10	79717	218868
14:40:10	15:21:52	84595	338378
14:45:00	15:27:00	91005	364019
14:49:25	15:32:00	99519	398075
14:54:46	15:37:05	100987	403948
15:00:07	15:42:30	89719	358877
15:05:14	15:47:30	83484	333937
15:09:35	15:52:20	74766	299063
15:14:24	15:57:20	68999	275995
