SampleTime	MeasurementTime	CPM	TC
		10:53:09	0	0
10:35:23	10:57:54	100279	401117
10:39:05	11:03:31	88269	353074
10:44:08	11:08:27	88543	354170
10:49:06	11:13:20	87661	350642
10:54:06	11:18:57	83698	334790
10:59:10	11:40:06	82421	329685
11:04:06	11:48:40	72362	289446
11:09:10	11:54:16	69434	277734
11:14:09	11:59:11	69971	279883
11:19:04	12:06:00	66923	267692
11:24:06	12:10:46	62244	248977
11:29:06	12:15:50	56730	226920
11:34:05	12:20:34	50289	201154
11:39:05	12:25:16	46232	184929
